low;high;mean;Group
0,1132217479785;0,183737687134134;0,149052947457711;Party Continuity (No PB)
0,0557979229896696;0,122156404398435;0,088920826932449;Mayor Reelection (No PB)
0,289761833491448;0,438954855090467;0,367831812149644;Party Continuity (With PB)
0,286112421687066;0,41210538976913;0,348547886671726;Mayor Reelection (With PB)
